Date;Hour;CustomerID;AccessID;StartAccess;EndAccess;DurationTime;MessageType;BenefitKey;AccessAttempts
01/10/2018;15;5F8F910B-FF88-4424-BB44-1A14DEC30EA1;B82C8D98-6747-4DE9-BD9A-7E672E70CDBD;01/10/2018 15:07;01/10/2018 15:07;1;NULL;NULL;1
01/10/2018;15;87A026B0-98D0-4B1C-8663-87C23C7CFC4A;19A7DFBE-0EE0-4684-AE1C-8891B67058D0;01/10/2018 15:24;01/10/2018 15:24;6;NULL;83B9AC50-B130-4571-B069-ED26CFE70C24CUQOLUAAOF;1
01/10/2018;15;59F20406-D944-412C-A75E-3BF933B92625;A2BDA1B1-ED02-46C7-B839-C99FD47CCBB6;01/10/2018 15:09;01/10/2018 15:09;0;NULL;NULL;1
01/10/2018;15;0EBD613B-DAA5-48C2-82B8-31E7FE29D291;5BFF7FBC-3BF8-446D-AEBE-B3A54B1D70A4;01/10/2018 15:56;01/10/2018 15:56;10;NULL;6D875A23-0C3A-4295-8743-FC1326E9BB40IAWLPFSBFS;1
01/10/2018;16;B1588090-F293-405F-83D5-EC0C1A17EF77;BBBA2DAE-2D3C-4B9C-B1EA-6DEC7C72307A;01/10/2018 16:24;01/10/2018 16:24;2;NULL;27D5ADDE-2CD8-4BE1-979F-B19F8D4BA63DBRCBVAKUVW;1
01/10/2018;18;E8B220D7-AF09-477F-9E63-E01CC58394B2;F2D1E051-96E0-48C2-9632-8BBB96CB3DBC;01/10/2018 18:11;01/10/2018 18:11;2;NULL;61C3C925-949F-4BA6-870A-547AAB8FDAEFCUMCHSCSCC;1
01/10/2018;20;D67EA21E-9586-43AD-A00D-87DD5328A7A5;7857CE14-2D7C-42E2-AA50-81FC88CC8659;01/10/2018 20:56;01/10/2018 20:56;21;NULL;5E37CE4C-D646-4649-B250-65A6F0FB65A5NBUCFELFAE;1
01/10/2018;20;1DBB6FAF-16CF-44F7-BF0B-04E53FF77660;F4AEC601-C62C-4D56-B487-3B9A42226314;01/10/2018 20:10;01/10/2018 20:10;0;NULL;NULL;1
01/10/2018;20;D4538E3C-0617-45BE-BD82-5DEFA443CC69;A5FF68F7-BC6D-4520-A106-9BD6A669F2A6;01/10/2018 20:49;01/10/2018 20:49;0;NULL;NULL;1
01/10/2018;20;7201ADAA-E0EA-4707-8728-306DE85CABB9;48561896-E5FF-445C-A496-782869AC1977;01/10/2018 20:16;01/10/2018 20:16;0;NULL;NULL;1
01/10/2018;21;5467BFD1-9078-4AF6-A14F-96A659902907;E665C966-968B-487D-B3FB-B5B2B6661F15;01/10/2018 21:00;01/10/2018 21:00;16;NULL;C76120E3-C956-43FB-87CA-245534FBB367ANHFLHMGUH;1
01/10/2018;21;7F990E9D-BF6C-4D59-AD43-1DDC12A77749;CB7F5ABA-0847-42FD-B650-09B6E30A72E7;01/10/2018 21:13;01/10/2018 21:13;0;NULL;NULL;1
01/10/2018;21;294E5774-A54E-4D09-897D-84ED240FBAE7;0D1AD94B-7069-4EF5-B979-B3B9B9BA0CD5;01/10/2018 21:48;01/10/2018 21:48;0;NULL;NULL;1
01/10/2018;21;4CD459F2-28E0-41C9-8365-B46346E76335;E2A51D20-F427-46C1-B23A-69924155885E;01/10/2018 21:16;01/10/2018 21:16;1;NULL;DC22C0FA-95A0-4EB9-A573-F98581369060FAKBCDFUWR;1
01/10/2018;21;A3324718-E301-410D-94AC-68BA737C60A0;FA426331-D6B3-4C2C-981B-9067FD0AF93E;01/10/2018 21:32;01/10/2018 21:32;12;NULL;6F368250-F52E-49D2-BD45-5239904F8EFBSALLEFRSLT;1
01/10/2018;21;F1BD9F92-FAE8-42D4-9E1F-58F7990AB77C;A31BD8C5-AE06-467D-9DEA-858FF497817C;01/10/2018 21:50;01/10/2018 21:51;13;NULL;DE4519D5-9D97-48A4-B52E-BC1038998F8AAOBNNAFDBG;1
01/10/2018;21;D5BDA1DE-E4DC-4344-AD87-6CB6F0DCF26B;9536FDD1-5771-419F-958E-81073651563D;01/10/2018 21:26;01/10/2018 21:26;1;NULL;1DEA36A9-E981-4324-B183-459A0E8BF441GIWPQKRCQL;1
01/10/2018;21;3C8BFD2B-DAFB-46FD-AD7A-1791E01D3645;98EAC265-DD60-473B-9329-1C6D7C4589E1;01/10/2018 21:28;01/10/2018 21:28;2;NULL;76A18BA1-B1C8-445A-B3B4-C0635B27F455HFLLLHLAJR;1
01/10/2018;21;E0598559-1B1A-4324-BC02-9A8CD113C94F;F808E211-3F86-41A2-8CD0-2193A7094C94;01/10/2018 21:59;01/10/2018 21:59;2;NULL;CB179165-AF95-452E-8EB5-3BF1388546E6LBSKEGGFDO;1
01/10/2018;21;FC5B4C4F-A752-4BC5-9E3D-1B2772AA8745;B477724F-2F59-4969-8A1F-94787C065636;01/10/2018 21:06;01/10/2018 21:06;1;NULL;NULL;1
01/10/2018;21;99B00A0E-CEB0-4415-85AA-A2A896B01A0B;C947EE69-F038-4826-B598-10BD4CC50640;01/10/2018 21:17;01/10/2018 21:17;2;NULL;067AB349-7A48-4022-8D81-B4A0995B1CC4VFDPNINMOA;1
01/10/2018;21;73936C93-7007-4387-B703-9DAEB9AF407E;DF134A70-842B-45B3-8562-36222D5D4E89;01/10/2018 21:48;01/10/2018 21:48;2;NULL;4699CAD2-ABFD-404E-9BE9-1BBA2CA23E12TDPDKGAESL;1
01/10/2018;21;01432D3B-E912-4086-B18B-92D856E24F1E;58F198C1-9F07-4C95-99A4-3D2714B2E0D8;01/10/2018 21:26;01/10/2018 21:26;1;NULL;5CAF6F74-8B65-4AE2-9116-12AC469F574DHFKCQGAEGV;1
01/10/2018;21;EFA1A4CC-78A7-42FD-AD67-3E5D120BCB16;F357D319-84D3-487C-BCA0-AA6D5BCDD9AE;01/10/2018 21:31;01/10/2018 21:31;15;NULL;61BDCFFC-89A7-4A28-A14F-0825CE255559BFGLPQDPNW;1
01/10/2018;21;09F95AC8-2826-454F-B075-A644D015FC53;0852C83F-2FC6-45D8-AA61-80F64E6FD4E9;01/10/2018 21:16;01/10/2018 21:16;1;NULL;A7337D3B-B31E-432A-97E1-3D3A7A6E6BA4HLUGRCGHCS;1
01/10/2018;22;E60B0D64-2FD4-4ED5-9FB7-795BDB980C8B;D454AD5B-E720-49FB-94BC-8628BAE7ADA2;01/10/2018 22:22;01/10/2018 22:22;1;NULL;NULL;1
01/10/2018;22;8BC23380-8140-4BE0-8DD7-B8A4E1C00A06;07C37FF5-05F1-49C6-BB57-C9368DB2F1A2;01/10/2018 22:15;01/10/2018 22:15;4;NULL;2FED8857-4CF1-4B29-9F53-0F4AD5CA2A21GIWITAIEAB;1
01/10/2018;22;15075910-56EA-492D-8428-03A6B9B4D4B9;ECF5F197-0BC8-403A-B6A1-2486896B6DAB;01/10/2018 22:41;01/10/2018 22:41;16;NULL;3C0424A7-5415-4071-A148-A68BF706AE1DCBCQRQGOHC;1
01/10/2018;22;7131C0FD-F0E1-4B43-9D5D-61F1FDD00500;08FAD124-F640-4100-A7BD-843FCEB72136;01/10/2018 22:39;01/10/2018 22:39;0;NULL;NULL;1
01/10/2018;22;1781C97C-3B55-46AC-9706-F77BEFC30ECE;D7FD6F65-7334-444A-97CF-46AAE02F7A8C;01/10/2018 22:38;01/10/2018 22:38;19;NULL;41D4EA17-446F-40C4-B724-801B7F3CF6D1GEGKGWEUNR;1
01/10/2018;22;1F431265-8374-467C-92D5-39DB5D85F75E;FE8FEBD2-AB6A-448C-B305-7A4B4B2B4AEE;01/10/2018 22:27;01/10/2018 22:27;0;NULL;NULL;1
01/10/2018;22;0E70E521-109C-4EC1-B9FC-EE13E0DED1CB;934FF732-F9D9-490C-8663-B33410DBFB5D;01/10/2018 22:19;01/10/2018 22:19;0;NULL;NULL;1
01/10/2018;22;25195B5B-E796-470D-ABF4-4D9C2187F0FB;E34A959C-1807-4FBF-A5D1-62E5DBAB97DB;01/10/2018 22:30;01/10/2018 22:30;1;NULL;NULL;1
01/10/2018;22;FF71E087-A3D6-44F2-B403-C63C2C5E7F28;F5B4A1DE-FC6F-4C82-817D-A3BA1CB1E9D3;01/10/2018 22:43;01/10/2018 22:43;6;NULL;12567977-6D66-4460-B159-049D5670BAC7UDKCLIJWPK;1
01/10/2018;22;DD32624A-5D45-4A05-93E3-21D3B8F2C11F;C7BAE781-4B7C-4541-878D-4F62BCF8823F;01/10/2018 22:20;01/10/2018 22:20;0;NULL;NULL;1
01/10/2018;22;C029E9EC-6C9E-495F-A077-E764F4BE3DAD;5A7D0CE5-1263-4965-8481-485EBEB743BF;01/10/2018 22:16;01/10/2018 22:16;1;NULL;28BABCE5-D341-4029-9F54-32674A77B56CKINKGBMSAD;1
01/10/2018;22;873C7C33-2662-486A-BD9F-EA4AA7F5417E;4B1D640F-1497-4AA2-863A-C3CAA2F5FB40;01/10/2018 22:11;01/10/2018 22:12;11;NULL;274DFF96-2CEB-43BF-9880-E3B47E76623AOITGLGAISJ;1
01/10/2018;22;5D784585-0432-4EA0-B9EC-5057A2381586;E57979DD-D6E9-4E5F-B1CB-7FD340D1B46C;01/10/2018 22:26;01/10/2018 22:26;1;NULL;C33C6167-38FA-4397-82A6-C7519A821E82GMQRQIMEUE;1
01/10/2018;22;B5DAF7FC-4A2B-49D1-8F62-C14034B7A591;9CE028CE-4F58-48A9-A3DF-9EFA52BEBE5B;01/10/2018 22:40;01/10/2018 22:41;15;NULL;C2D4D10F-7284-41A1-B598-8B56EB74BBAATCTGHDVCVA;1
01/10/2018;22;25C48665-6638-4AD9-AF88-CB3E6F6B3FBC;4E9C72A8-373B-43B4-9078-DD8852C587C9;01/10/2018 22:50;01/10/2018 22:50;0;NULL;NULL;1
01/10/2018;22;DB5715EF-7BAD-4B66-98A7-8BAFAEFCE52D;7DB97546-7E93-45B0-ADFF-007A89272BD0;01/10/2018 22:04;01/10/2018 22:04;2;NULL;6B84237F-F11B-4CC8-9E4E-22203EB20CACWPRTUBRBJV;1
01/10/2018;22;CCA10185-B76D-4EEE-97CF-E9E3174C3271;9B236420-E06F-4D99-916E-1D63704B6291;01/10/2018 22:18;01/10/2018 22:18;1;NULL;NULL;1
01/10/2018;23;364F4E09-305E-4DFC-A116-6032F212F62A;3FB9CBAA-D07B-4684-AF39-64048D906465;01/10/2018 23:12;01/10/2018 23:12;10;NULL;97312B9C-6F1A-4905-A6CE-6B265FFB36B6DSSEKJIKTD;1
01/10/2018;23;B736D88A-EE33-4FF9-8B89-429D419F63F8;F59D489C-40E4-4558-81B8-FAAF52E59F10;01/10/2018 23:20;01/10/2018 23:20;0;NULL;NULL;1
01/10/2018;23;717B7356-3830-4208-8C40-94CB4172DFAC;CCE0C257-145C-4A9F-BFA3-27671547CF76;01/10/2018 23:04;01/10/2018 23:04;2;NULL;DF4B1606-3C7F-4C16-B07D-27CC1E4F3CE4MPQQLROFTA;1
01/10/2018;23;FECDF68B-3FB1-4D76-A40F-75485C281A12;847F4E02-42C0-4784-AF74-1C56A5BE4B0C;01/10/2018 23:20;01/10/2018 23:20;4;NULL;9E4FBF90-E090-4922-8CA0-2C3DC7661950WAGGAJIKHF;1
01/10/2018;23;4C9AB2E8-7F31-4CDE-A22C-2585B686494E;2C66BE66-CAEF-4CF4-B963-0407270A9D03;01/10/2018 23:15;01/10/2018 23:15;5;NULL;DB093F28-0D10-464E-8B22-DBD897D3A1C8THRFGQLVRM;1
01/10/2018;23;7C37516B-B80E-4D0E-8D3A-18761E7CE8E6;9E0C3935-1331-4710-AEB8-79FB7E8CE7FD;01/10/2018 23:36;01/10/2018 23:36;0;NULL;NULL;1
01/10/2018;23;4CD07A1D-7C14-4943-AFE1-2E965F4885A3;305B9877-C4DB-4EA9-A746-BEB3A4E6DD21;01/10/2018 23:32;01/10/2018 23:32;1;NULL;NULL;1
01/10/2018;23;1AF31BA2-E2ED-4BE6-A73E-89124E59516C;3D4F46DF-2E34-4120-91D1-4D4369C764B6;01/10/2018 23:22;01/10/2018 23:22;1;NULL;CC75799D-4EFC-4E89-A427-E5B780C5D8D9BEICRSVWAI;1
02/10/2018;0;A4E38BB6-ECBB-4B05-865E-9FACC591E6F3;3EAD6216-01A4-4719-AA14-316D241847F7;02/10/2018 00:06;02/10/2018 00:06;12;NULL;0C0924A6-5B1A-4613-A685-A01A584FF80FFIRMVMDCUG;1
02/10/2018;12;5896620C-513E-4B69-8D83-DEF458E183B5;B152491C-E7C4-4E0B-B148-14692329DCA4;02/10/2018 12:51;02/10/2018 12:51;2;NULL;D3D5C190-B60A-45EC-B7BD-0D23175FE28CMAFSLBPUDV;1
02/10/2018;12;C04E42FF-3911-4C0E-BBF3-61793BDC077D;B18C9C08-652F-4090-B9FB-BDDD863A683E;02/10/2018 12:50;02/10/2018 12:50;1;NULL;NULL;1
02/10/2018;13;98C8A726-0A9E-42CE-BD02-81B44252B491;A5226DEC-E15C-42F2-9A87-7AF75E7B2A90;02/10/2018 13:52;02/10/2018 13:52;2;NULL;54E1E537-AE52-442F-A68D-66BDD87F9946WVTCPWPDTE;1
02/10/2018;13;50507DED-A934-4D9B-B68A-092033F57888;F3A3B29B-1E1C-4E68-B109-30E5CFEC4A92;02/10/2018 13:22;02/10/2018 13:22;1;NULL;NULL;1
02/10/2018;13;73000BC8-834B-404E-A338-A077171876D3;4CE71F91-8865-4375-A606-64F7D2D6EF7A;02/10/2018 13:05;02/10/2018 13:05;0;NULL;NULL;1
02/10/2018;13;A4E1A86D-4B5A-49C9-81BB-A5B383D331ED;1A97523B-8356-41C1-9507-36654F4E727A;02/10/2018 13:34;02/10/2018 13:34;1;NULL;NULL;1
02/10/2018;13;F5AFFD1C-BC9E-4D49-B033-C6BF3189C0D6;6E1DA5A0-2CE1-401A-90D0-20B29FEF1230;02/10/2018 13:57;02/10/2018 13:57;1;NULL;751B6719-0B00-48B3-8A29-B6A8A2538934IELOLPWANQ;1
02/10/2018;13;94477559-1F67-4512-9867-FC2A29BA9366;7C5C83EC-D5F3-4D08-AEC5-5322EE2907A9;02/10/2018 13:44;02/10/2018 13:44;0;NULL;NULL;1
02/10/2018;13;944E925B-E332-4BB4-825C-5BC7ED584F42;5F330193-FCF4-4411-9549-D8D1F8E63CC2;02/10/2018 13:58;02/10/2018 13:58;2;NULL;7159A47D-CF12-4312-871C-72BCE7419B7FFKERHOKPWQ;1
02/10/2018;13;1E15BA78-6ACC-47D1-8862-13BDAE939001;2BB14050-B8F7-4D95-8F79-BC0B5224895F;02/10/2018 13:09;02/10/2018 13:09;0;NULL;NULL;1
02/10/2018;13;9B9C1BAF-C3D3-475C-BD91-4D61467091C8;508D4D55-4294-4C47-A314-A1B00BFC43BC;02/10/2018 13:54;02/10/2018 13:54;0;NULL;NULL;1
02/10/2018;13;AD1E3D64-FB9E-4DE3-9C71-642ABB4C457D;29C66E20-A7E0-4EC5-AA92-51E50064385A;02/10/2018 13:40;02/10/2018 13:40;2;NULL;39FAB446-DDDC-4830-9C22-C6035FFBCE37FAEWMOPLGE;1
02/10/2018;13;EDBAB019-91FC-4E6D-AC55-DFDEF46BE4C5;25ECA80F-46D4-4948-9099-3A7DB5656D49;02/10/2018 13:53;02/10/2018 13:53;0;NULL;NULL;1
02/10/2018;13;FC2DE31C-505E-4864-95EB-CAF714C1BA18;2D642BAB-5FCC-4052-ABEC-B9A746457212;02/10/2018 13:52;02/10/2018 13:52;0;NULL;NULL;1
02/10/2018;13;961EE475-50DB-44EA-B1B1-0E027CEEC754;75D54D53-0B15-427E-9D74-9D6FA995301F;02/10/2018 13:05;02/10/2018 13:05;1;NULL;67D88C9F-F70B-49D5-8A5F-F5FF587DCF69JBSECNVAIO;1
02/10/2018;13;04A4C7C2-B53A-4DC1-A5D3-9B4E2BBC936C;AFBB714B-8CF1-4F2A-82FD-73A2623C595A;02/10/2018 13:29;02/10/2018 13:29;1;NULL;NULL;1
02/10/2018;14;A9F29ED4-EF94-47ED-94D6-FCA22CEFF7C2;257574AE-BD4A-4038-BFF9-C576FEBC702F;02/10/2018 14:43;02/10/2018 14:43;0;NULL;NULL;1
02/10/2018;14;1EA5687B-0F3B-4756-97F3-A71F2C67A33C;5FF1C876-CE8B-4732-B8F7-BA9A0A543799;02/10/2018 14:03;02/10/2018 14:03;2;NULL;F0A15077-716B-42BB-87B2-4FC94FEFDCF3QWCKJOUFBM;1
02/10/2018;14;6C5156B6-CE28-43F7-BB25-00E1E185C955;9788692B-5F0D-4B24-BA91-5A006FF9446A;02/10/2018 14:18;02/10/2018 14:18;2;NULL;E3105E8F-8925-475E-9D7E-1BD1E3913303GQCDLUVBEF;1
02/10/2018;14;6A0654BB-FD2A-4B56-A90F-96B10FB1BE6A;3AEE6553-3E41-4E6B-AA92-878F2776B380;02/10/2018 14:14;02/10/2018 14:14;2;NULL;B8FF3B52-A239-47B0-A2D3-F698CC40C1E0ISNWVBFLRJ;1
02/10/2018;14;A0ED6871-714E-455E-9299-ED4133B32AD0;2091E03A-78EE-4A86-A747-400329EDAB13;02/10/2018 14:05;02/10/2018 14:05;1;NULL;F7C3B519-3551-42E5-BE38-57A4947EAD47OQKRLHDRKK;1
02/10/2018;14;89948925-1BFD-4678-B6E4-186A67AF8EE1;B4DEC18D-E981-4B5B-9B5D-87F557A0BCFE;02/10/2018 14:07;02/10/2018 14:07;2;NULL;177CB8CD-1EB4-4E54-9D55-60779427F919APMHCRUJVK;1
02/10/2018;14;25C9984C-9780-472A-B814-6DADAAC77120;AE4D2341-4CE3-401B-A4B0-E3CD8C01CFF4;02/10/2018 14:47;02/10/2018 14:47;2;NULL;EFDBDE56-ACC2-428D-935B-6BFBBC7D0FA6BBUPAADUST;1
02/10/2018;14;79534D0F-AD36-4107-A500-73AAF9CC87D7;88E4A9B9-6863-407E-A944-A38995A7FBAD;02/10/2018 14:30;02/10/2018 14:30;4;NULL;D22F3430-0E7E-43FA-81D7-345C8719B69EEIDACOFTON;2
02/10/2018;14;AE8E1360-A087-49ED-BCF3-717E1E14EB7D;77D7E846-2C21-4094-B09B-87916E3E959E;02/10/2018 14:15;02/10/2018 14:15;0;NULL;NULL;1
02/10/2018;14;BEE4A56E-38F9-4C2A-B824-EC77BF791E02;2B910CFB-8556-4B36-AAD0-B2596EAF2FA8;02/10/2018 14:40;02/10/2018 14:40;1;NULL;NULL;1
02/10/2018;14;4A0D2C40-5455-4D7D-91EA-D1C927A8A260;B6827360-E3B7-44A5-9551-53AEEEAD7686;02/10/2018 14:34;02/10/2018 14:34;0;NULL;NULL;1
02/10/2018;14;D5CA77C9-01B7-4CAD-9126-E74AE5C8F354;6A767ACD-C751-444D-B1BB-729939A4CEBB;02/10/2018 14:04;02/10/2018 14:05;2;NULL;7E844669-2F5C-4E19-BBA3-446910F5F339DATJKHOIOP;1
